"","analytename","SiteYear","stationcode","objectid","sampledate","sampletypecode","matrixname","fieldreplicate","labreplicate","methodname","fractionname","unit","result","resqualcode","mdl","rl","dilutionfactor","qacode","labresultcomments","labagencycode","projectcode","record_origin","origin_lastupdatedate","record_publish","originalid","masterid","huc","smcshed","smc_lu","latitude","longitude","probabilistic","SiteDate","Year","OCresult","OrgNorm","RLOC","Class","TEB","LEB","Assessment","RLOC_Eval","TEBq","LEBq","AssessNumeric"
"98","Bifenthrin","901M14149_2019","901M14149",127107,2019-05-29,"grab","sediment",1,1,"EPA 8270D","Total","ug/g dw",0.000677,"=",0.00022,5e-04,1,"None","","PEL","SMC_OCPW_2019","SMC",2019-09-27 15:44:54,"false",NA,"901M14149",901,"San Juan","Open",33.56754,-117.74812,"true","901M14149_2019-05-29",2019,0.0011,0.62,0.45,"PYR",0.17,0.6,"Likely","Poor RL",3.64705882352941,1.03333333333333,1
"470","Deltamethrin","901M14149_2019","901M14149",127112,2019-05-29,"grab","sediment",1,1,"EPA 8270D","Total","ug/g dw",-88,"ND",0.00025,5e-04,1,"None","","PEL","SMC_OCPW_2019","SMC",2019-09-27 15:44:54,"false",NA,"901M14149",901,"San Juan","Open",33.56754,-117.74812,"true","901M14149_2019-05-29",2019,0.0011,0,0.45,"PYR",0.02,0.2,"RL Too High","Tragic RL",0,0,2
"9","Allethrin","901M14149_2019","901M14149",127110,2019-05-29,"grab","sediment",1,1,"EPA 8270D","Total","ug/g dw",-88,"ND",0.00028,5e-04,1,"None","","PEL","SMC_OCPW_2019","SMC",2019-09-27 15:44:54,"false",NA,"901M14149",901,"San Juan","Open",33.56754,-117.74812,"true","901M14149_2019-05-29",2019,0.0011,0,0.45,"PYR",0.29,2.9,"Possible or Unlikely","Poor RL",0,0,4
"193","Cyfluthrin","901M14149_2019","901M14149",127103,2019-05-29,"grab","sediment",1,1,"EPA 8270D","Total","ug/g dw",-88,"ND",0.00025,5e-04,1,"None","","PEL","SMC_OCPW_2019","SMC",2019-09-27 15:44:54,"false",NA,"901M14149",901,"San Juan","Open",33.56754,-117.74812,"true","901M14149_2019-05-29",2019,0.0011,0,0.455,"PYR",0.046,0.46,"Possible or Unlikely","Poor RL",0,0,4
"370","Cypermethrin","901M14149_2019","901M14149",127109,2019-05-29,"grab","sediment",1,1,"EPA 8270D","Total","ug/g dw",-88,"ND",0.00025,5e-04,1,"None","","PEL","SMC_OCPW_2019","SMC",2019-09-27 15:44:54,"false",NA,"901M14149",901,"San Juan","Open",33.56754,-117.74812,"true","901M14149_2019-05-29",2019,0.0011,0,0.455,"PYR",0.049,0.49,"Possible or Unlikely","Poor RL",0,0,4
"703","Permethrin","901M14149_2019","901M14149",127113,2019-05-29,"grab","sediment",1,1,"EPA 8270D","Total","ug/g dw",-88,"ND",0.00017,5e-04,1,"None","","PEL","SMC_OCPW_2019","SMC",2019-09-27 15:44:54,"false",NA,"901M14149",901,"San Juan","Open",33.56754,-117.74812,"true","901M14149_2019-05-29",2019,0.0011,0,0.45,"PYR",0.42,9.3,"Possible or Unlikely","Poor RL",0,0,4
"194","Cyfluthrin","901S04409_2011","901S04409",121716,2011-05-19,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000281,0.000561,1,"None",NA,"DFG-WPCL","RWB9_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"901S04409",901,"San Juan","Open",33.60347,-117.45314,"true","901S04409_2011-05-19",2011,0.0119,0,0.047,"PYR",0.046,0.46,"Possible or Unlikely","Poor RL",0,0,4
"371","Cypermethrin","901S04409_2011","901S04409",121718,2011-05-19,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000421,0.000842,1,"None",NA,"DFG-WPCL","RWB9_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"901S04409",901,"San Juan","Open",33.60347,-117.45314,"true","901S04409_2011-05-19",2011,0.0119,0,0.071,"PYR",0.049,0.49,"Possible or Unlikely","Poor RL",0,0,4
"471","Deltamethrin","901S04409_2011","901S04409",121719,2011-05-19,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000281,0.000561,1,"None",NA,"DFG-WPCL","RWB9_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"901S04409",901,"San Juan","Open",33.60347,-117.45314,"true","901S04409_2011-05-19",2011,0.0119,0,0.05,"PYR",0.02,0.2,"Possible or Unlikely","Poor RL",0,0,4
"588","Fenpropathrin","901S04409_2011","901S04409",84641,2011-05-19,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.00112,0.00225,1,"None",NA,"DFG-WPCL","RWB9_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"901S04409",901,"San Juan","Open",33.60347,-117.45314,"true","901S04409_2011-05-19",2011,0.0119,0,0.19,"PYR",0.11,1.1,"Possible or Unlikely","Poor RL",0,0,4
"99","Bifenthrin","901S04409_2011","901S04409",121715,2011-05-19,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000351,0.000702,1,"None",NA,"DFG-WPCL","RWB9_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"901S04409",901,"San Juan","Open",33.60347,-117.45314,"true","901S04409_2011-05-19",2011,0.0119,0,0.06,"PYR",0.17,0.6,"Unlikely_ND","GoodRL",0,0,6
"543","Esfenvalerate","901S04409_2011","901S04409",84640,2011-05-19,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000281,0.000561,1,"None",NA,"DFG-WPCL","RWB9_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"901S04409",901,"San Juan","Open",33.60347,-117.45314,"true","901S04409_2011-05-19",2011,0.0119,0,0.047,"PYR",0.055,0.55,"Unlikely_ND","GoodRL",0,0,6
"704","Permethrin","901S04409_2011","901S04409",121720,2011-05-19,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.00098,0.00196,1,"None",NA,"DFG-WPCL","RWB9_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"901S04409",901,"San Juan","Open",33.60347,-117.45314,"true","901S04409_2011-05-19",2011,0.0119,0,0.16,"PYR",0.42,9.3,"Unlikely_ND","GoodRL",0,0,6
"100","Bifenthrin","901S06798_2011","901S06798",121828,2011-05-17,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",0.000604,"DNQ",0.000324,0.000649,1,"None",NA,"DFG-WPCL","RWB9_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"901S06798",901,"San Juan","Open",33.53154,-117.74144,"true","901S06798_2011-05-17",2011,0.0027,0.22,0.24,"PYR",0.17,0.6,"Possible","Poor RL",1.29411764705882,0.366666666666667,3
"195","Cyfluthrin","901S06798_2011","901S06798",84736,2011-05-17,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.00026,0.000519,1,"None",NA,"DFG-WPCL","RWB9_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"901S06798",901,"San Juan","Open",33.53154,-117.74144,"true","901S06798_2011-05-17",2011,0.0027,0,0.192,"PYR",0.046,0.46,"Possible or Unlikely","Poor RL",0,0,4
"372","Cypermethrin","901S06798_2011","901S06798",84738,2011-05-17,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000389,0.000779,1,"None",NA,"DFG-WPCL","RWB9_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"901S06798",901,"San Juan","Open",33.53154,-117.74144,"true","901S06798_2011-05-17",2011,0.0027,0,0.289,"PYR",0.049,0.49,"Possible or Unlikely","Poor RL",0,0,4
"476","Deltamethrin","901S06798_2011","901S06798",84739,2011-05-17,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.00026,0.000519,1,"None",NA,"DFG-WPCL","RWB9_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"901S06798",901,"San Juan","Open",33.53154,-117.74144,"true","901S06798_2011-05-17",2011,0.0027,0,0.19,"PYR",0.02,0.2,"Possible or Unlikely","Poor RL",0,0,4
"544","Esfenvalerate","901S06798_2011","901S06798",121829,2011-05-17,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.00026,0.000519,1,"None",NA,"DFG-WPCL","RWB9_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"901S06798",901,"San Juan","Open",33.53154,-117.74144,"true","901S06798_2011-05-17",2011,0.0027,0,0.192,"PYR",0.055,0.55,"Possible or Unlikely","Poor RL",0,0,4
"589","Fenpropathrin","901S06798_2011","901S06798",121830,2011-05-17,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.00104,0.00208,1,"None",NA,"DFG-WPCL","RWB9_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"901S06798",901,"San Juan","Open",33.53154,-117.74144,"true","901S06798_2011-05-17",2011,0.0027,0,0.77,"PYR",0.11,1.1,"Possible or Unlikely","Poor RL",0,0,4
"705","Permethrin","901S06798_2011","901S06798",84740,2011-05-17,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000909,0.00182,1,"None",NA,"DFG-WPCL","RWB9_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"901S06798",901,"San Juan","Open",33.53154,-117.74144,"true","901S06798_2011-05-17",2011,0.0027,0,0.67,"PYR",0.42,9.3,"Possible or Unlikely","Poor RL",0,0,4
"101","Bifenthrin","901S06851_2011","901S06851",121864,2011-05-19,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",0.00162,"=",0.000332,0.000664,1,"VFDP",NA,"DFG-WPCL","RWB9_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"901S06851",901,"San Juan","Urban",33.55052,-117.67542,"true","901S06851_2011-05-19",2011,0.0046,0.35,0.14,"PYR",0.17,0.6,"Possible","GoodRL",2.05882352941176,0.583333333333333,3
"196","Cyfluthrin","901S06851_2011","901S06851",121865,2011-05-19,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000266,0.000531,1,"None",NA,"DFG-WPCL","RWB9_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"901S06851",901,"San Juan","Urban",33.55052,-117.67542,"true","901S06851_2011-05-19",2011,0.0046,0,0.115,"PYR",0.046,0.46,"Possible or Unlikely","Poor RL",0,0,4
"368","Cypermethrin","901S06851_2011","901S06851",84791,2011-05-19,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000399,0.000797,1,"None",NA,"DFG-WPCL","RWB9_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"901S06851",901,"San Juan","Urban",33.55052,-117.67542,"true","901S06851_2011-05-19",2011,0.0046,0,0.173,"PYR",0.049,0.49,"Possible or Unlikely","Poor RL",0,0,4
"446","Deltamethrin","901S06851_2011","901S06851",121867,2011-05-19,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000266,0.000531,1,"None",NA,"DFG-WPCL","RWB9_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"901S06851",901,"San Juan","Urban",33.55052,-117.67542,"true","901S06851_2011-05-19",2011,0.0046,0,0.12,"PYR",0.02,0.2,"Possible or Unlikely","Poor RL",0,0,4
"545","Esfenvalerate","901S06851_2011","901S06851",84792,2011-05-19,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000266,0.000531,1,"None",NA,"DFG-WPCL","RWB9_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"901S06851",901,"San Juan","Urban",33.55052,-117.67542,"true","901S06851_2011-05-19",2011,0.0046,0,0.115,"PYR",0.055,0.55,"Possible or Unlikely","Poor RL",0,0,4
"590","Fenpropathrin","901S06851_2011","901S06851",121868,2011-05-19,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.00106,0.00213,1,"None",NA,"DFG-WPCL","RWB9_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"901S06851",901,"San Juan","Urban",33.55052,-117.67542,"true","901S06851_2011-05-19",2011,0.0046,0,0.46,"PYR",0.11,1.1,"Possible or Unlikely","Poor RL",0,0,4
"706","Permethrin","901S06851_2011","901S06851",84793,2011-05-19,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.00093,0.00186,1,"None",NA,"DFG-WPCL","RWB9_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"901S06851",901,"San Juan","Urban",33.55052,-117.67542,"true","901S06851_2011-05-19",2011,0.0046,0,0.4,"PYR",0.42,9.3,"Unlikely_ND","GoodRL",0,0,6
"102","Bifenthrin","901S11685_2012","901S11685",84873,2012-05-31,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",0.0262,"=",0.000171,0.000678,1,"H,PJM",NA,"DFG-WPCL","RWB9_SMC_2012","SWAMP",2014-04-02 00:00:00,"true",NA,"901S11685",901,"San Juan","Urban",33.5099,-117.6348,"true","901S11685_2012-05-31",2012,0.0172,1.52,0.04,"PYR",0.17,0.6,"Likely","GoodRL",8.94117647058824,2.53333333333333,1
"197","Cyfluthrin","901S11685_2012","901S11685",121936,2012-05-31,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",0.00627,"=",0.00035,0.00339,1,"H,PJM",NA,"DFG-WPCL","RWB9_SMC_2012","SWAMP",2014-04-02 00:00:00,"true",NA,"901S11685",901,"San Juan","Urban",33.5099,-117.6348,"true","901S11685_2012-05-31",2012,0.0172,0.365,0.197,"PYR",0.046,0.46,"Possible","Poor RL",7.93478260869565,0.793478260869565,3
"342","Cypermethrin","901S11685_2012","901S11685",84875,2012-05-31,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",0.00103,"DNQ",0.000355,0.00339,1,"H,PJM",NA,"DFG-WPCL","RWB9_SMC_2012","SWAMP",2014-04-02 00:00:00,"true",NA,"901S11685",901,"San Juan","Urban",33.5099,-117.6348,"true","901S11685_2012-05-31",2012,0.0172,0.06,0.197,"PYR",0.049,0.49,"Possible","Poor RL",1.22448979591837,0.122448979591837,3
"447","Deltamethrin","901S11685_2012","901S11685",84876,2012-05-31,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",0.0017,"DNQ",0.000602,0.00271,1,"H,PJM",NA,"DFG-WPCL","RWB9_SMC_2012","SWAMP",2014-04-02 00:00:00,"true",NA,"901S11685",901,"San Juan","Urban",33.5099,-117.6348,"true","901S11685_2012-05-31",2012,0.0172,0.1,0.16,"PYR",0.02,0.2,"Possible","Poor RL",5,0.5,3
"707","Permethrin","901S11685_2012","901S11685",121939,2012-05-31,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",0.02555,"=",0.00131,0.00339,1,"H,PJM",NA,"DFG-WPCL","RWB9_SMC_2012","SWAMP",2014-04-02 00:00:00,"true",NA,"901S11685",901,"San Juan","Urban",33.5099,-117.6348,"true","901S11685_2012-05-31",2012,0.0172,1.49,0.2,"PYR",0.42,9.3,"Possible","GoodRL",3.54761904761905,0.160215053763441,3
"546","Esfenvalerate","901S11685_2012","901S11685",121938,2012-05-31,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000354,0.00136,1,"H,PJM",NA,"DFG-WPCL","RWB9_SMC_2012","SWAMP",2014-04-02 00:00:00,"true",NA,"901S11685",901,"San Juan","Urban",33.5099,-117.6348,"true","901S11685_2012-05-31",2012,0.0172,0,0.079,"PYR",0.055,0.55,"Possible or Unlikely","Poor RL",0,0,4
"591","Fenpropathrin","901S11685_2012","901S11685",84877,2012-05-31,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000118,0.000678,1,"H,PJM",NA,"DFG-WPCL","RWB9_SMC_2012","SWAMP",2014-04-02 00:00:00,"true",NA,"901S11685",901,"San Juan","Urban",33.5099,-117.6348,"true","901S11685_2012-05-31",2012,0.0172,0,0.04,"PYR",0.11,1.1,"Unlikely_ND","GoodRL",0,0,6
"198","Cyfluthrin","901S12942_2012","901S12942",84929,2012-06-30,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000181,0.00175,1,"None",NA,"DFG-WPCL","RWB9_SMC_2012","SWAMP",2014-04-02 00:00:00,"true",NA,"901S12942",901,"San Juan","Urban",33.4779,-117.6785,"true","901S12942_2012-06-30",2012,0.0312,0,0.056,"PYR",0.046,0.46,"Possible or Unlikely","Poor RL",0,0,4
"343","Cypermethrin","901S12942_2012","901S12942",122005,2012-06-30,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000184,0.00175,1,"None",NA,"DFG-WPCL","RWB9_SMC_2012","SWAMP",2014-04-02 00:00:00,"true",NA,"901S12942",901,"San Juan","Urban",33.4779,-117.6785,"true","901S12942_2012-06-30",2012,0.0312,0,0.056,"PYR",0.049,0.49,"Possible or Unlikely","Poor RL",0,0,4
"448","Deltamethrin","901S12942_2012","901S12942",84931,2012-06-30,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000311,0.0014,1,"None",NA,"DFG-WPCL","RWB9_SMC_2012","SWAMP",2014-04-02 00:00:00,"true",NA,"901S12942",901,"San Juan","Urban",33.4779,-117.6785,"true","901S12942_2012-06-30",2012,0.0312,0,0.04,"PYR",0.02,0.2,"Possible or Unlikely","Poor RL",0,0,4
"103","Bifenthrin","901S12942_2012","901S12942",122004,2012-06-30,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",0.000734,"=",8.8e-05,0.000351,1,"None",NA,"DFG-WPCL","RWB9_SMC_2012","SWAMP",2014-04-02 00:00:00,"true",NA,"901S12942",901,"San Juan","Urban",33.4779,-117.6785,"true","901S12942_2012-06-30",2012,0.0312,0.02,0.01,"PYR",0.17,0.6,"Unlikely (<TEB)","GoodRL",0.117647058823529,0.0333333333333333,5
"507","Esfenvalerate","901S12942_2012","901S12942",84932,2012-06-30,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000183,0.000701,1,"None",NA,"DFG-WPCL","RWB9_SMC_2012","SWAMP",2014-04-02 00:00:00,"true",NA,"901S12942",901,"San Juan","Urban",33.4779,-117.6785,"true","901S12942_2012-06-30",2012,0.0312,0,0.022,"PYR",0.055,0.55,"Unlikely_ND","GoodRL",0,0,6
"592","Fenpropathrin","901S12942_2012","901S12942",122008,2012-06-30,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",6.1e-05,0.000351,1,"None",NA,"DFG-WPCL","RWB9_SMC_2012","SWAMP",2014-04-02 00:00:00,"true",NA,"901S12942",901,"San Juan","Urban",33.4779,-117.6785,"true","901S12942_2012-06-30",2012,0.0312,0,0.01,"PYR",0.11,1.1,"Unlikely_ND","GoodRL",0,0,6
"748","Permethrin","901S12942_2012","901S12942",84934,2012-06-30,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000678,0.00175,1,"None",NA,"DFG-WPCL","RWB9_SMC_2012","SWAMP",2014-04-02 00:00:00,"true",NA,"901S12942",901,"San Juan","Urban",33.4779,-117.6785,"true","901S12942_2012-06-30",2012,0.0312,0,0.06,"PYR",0.42,9.3,"Unlikely_ND","GoodRL",0,0,6
"104","Bifenthrin","901S39498_2010","901S39498",84992,2010-05-18,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",0.00612,"=",0.000275,0.000551,1,"None",NA,"DFG-WPCL","RWB9_SMC_2010","SWAMP",2011-07-07 00:00:00,"true",NA,"901S39498",901,"San Juan","Urban",33.49038,-117.66532,"true","901S39498_2010-05-18",2010,0.0478,0.13,0.01,"PYR",0.17,0.6,"Unlikely (<TEB)","GoodRL",0.764705882352941,0.216666666666667,5
"199","Cyfluthrin","901S39498_2010","901S39498",122072,2010-05-18,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.00022,0.000441,1,"None",NA,"DFG-WPCL","RWB9_SMC_2010","SWAMP",2011-07-07 00:00:00,"true",NA,"901S39498",901,"San Juan","Urban",33.49038,-117.66532,"true","901S39498_2010-05-18",2010,0.0478,0,0.009,"PYR",0.046,0.46,"Unlikely_ND","GoodRL",0,0,6
"344","Cypermethrin","901S39498_2010","901S39498",84993,2010-05-18,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.00033,0.000661,1,"None",NA,"DFG-WPCL","RWB9_SMC_2010","SWAMP",2011-07-07 00:00:00,"true",NA,"901S39498",901,"San Juan","Urban",33.49038,-117.66532,"true","901S39498_2010-05-18",2010,0.0478,0,0.014,"PYR",0.049,0.49,"Unlikely_ND","GoodRL",0,0,6
"408","Deltamethrin","901S39498_2010","901S39498",84994,2010-05-18,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.00022,0.000441,1,"None",NA,"DFG-WPCL","RWB9_SMC_2010","SWAMP",2011-07-07 00:00:00,"true",NA,"901S39498",901,"San Juan","Urban",33.49038,-117.66532,"true","901S39498_2010-05-18",2010,0.0478,0,0.01,"PYR",0.02,0.2,"Unlikely_ND","GoodRL",0,0,6
"508","Esfenvalerate","901S39498_2010","901S39498",122074,2010-05-18,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.00022,0.000441,1,"None",NA,"DFG-WPCL","RWB9_SMC_2010","SWAMP",2011-07-07 00:00:00,"true",NA,"901S39498",901,"San Juan","Urban",33.49038,-117.66532,"true","901S39498_2010-05-18",2010,0.0478,0,0.009,"PYR",0.055,0.55,"Unlikely_ND","GoodRL",0,0,6
"633","Fenpropathrin","901S39498_2010","901S39498",122075,2010-05-18,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000881,0.001763,1,"None",NA,"DFG-WPCL","RWB9_SMC_2010","SWAMP",2011-07-07 00:00:00,"true",NA,"901S39498",901,"San Juan","Urban",33.49038,-117.66532,"true","901S39498_2010-05-18",2010,0.0478,0,0.04,"PYR",0.11,1.1,"Unlikely_ND","GoodRL",0,0,6
"749","Permethrin","901S39498_2010","901S39498",122076,2010-05-18,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000771,0.001542,1,"None",NA,"DFG-WPCL","RWB9_SMC_2010","SWAMP",2011-07-07 00:00:00,"true",NA,"901S39498",901,"San Juan","Urban",33.49038,-117.66532,"true","901S39498_2010-05-18",2010,0.0478,0,0.03,"PYR",0.42,9.3,"Unlikely_ND","GoodRL",0,0,6
"409","Deltamethrin","901S45253_2010","901S45253",85032,2010-05-18,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",0.00523,"=",0.000201,0.000402,1,"None",NA,"DFG-WPCL","RWB9_SMC_2010","SWAMP",2011-07-07 00:00:00,"true",NA,"901S45253",901,"San Juan","Urban",33.51442,-117.62613,"true","901S45253_2010-05-18",2010,0.0345,0.15,0.01,"PYR",0.02,0.2,"Possible","GoodRL",7.5,0.75,3
"105","Bifenthrin","901S45253_2010","901S45253",85031,2010-05-18,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",0.00499,"=",0.000252,0.000503,1,"None",NA,"DFG-WPCL","RWB9_SMC_2010","SWAMP",2011-07-07 00:00:00,"true",NA,"901S45253",901,"San Juan","Urban",33.51442,-117.62613,"true","901S45253_2010-05-18",2010,0.0345,0.14,0.01,"PYR",0.17,0.6,"Unlikely (<TEB)","GoodRL",0.823529411764706,0.233333333333333,5
"200","Cyfluthrin","901S45253_2010","901S45253",122124,2010-05-18,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000201,0.000402,1,"None",NA,"DFG-WPCL","RWB9_SMC_2010","SWAMP",2011-07-07 00:00:00,"true",NA,"901S45253",901,"San Juan","Urban",33.51442,-117.62613,"true","901S45253_2010-05-18",2010,0.0345,0,0.012,"PYR",0.046,0.46,"Unlikely_ND","GoodRL",0,0,6
"345","Cypermethrin","901S45253_2010","901S45253",122127,2010-05-18,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000302,0.000604,1,"None",NA,"DFG-WPCL","RWB9_SMC_2010","SWAMP",2011-07-07 00:00:00,"true",NA,"901S45253",901,"San Juan","Urban",33.51442,-117.62613,"true","901S45253_2010-05-18",2010,0.0345,0,0.018,"PYR",0.049,0.49,"Unlikely_ND","GoodRL",0,0,6
"509","Esfenvalerate","901S45253_2010","901S45253",85033,2010-05-18,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000201,0.000402,1,"None",NA,"DFG-WPCL","RWB9_SMC_2010","SWAMP",2011-07-07 00:00:00,"true",NA,"901S45253",901,"San Juan","Urban",33.51442,-117.62613,"true","901S45253_2010-05-18",2010,0.0345,0,0.012,"PYR",0.055,0.55,"Unlikely_ND","GoodRL",0,0,6
"634","Fenpropathrin","901S45253_2010","901S45253",122128,2010-05-18,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000805,0.00161,1,"None",NA,"DFG-WPCL","RWB9_SMC_2010","SWAMP",2011-07-07 00:00:00,"true",NA,"901S45253",901,"San Juan","Urban",33.51442,-117.62613,"true","901S45253_2010-05-18",2010,0.0345,0,0.05,"PYR",0.11,1.1,"Unlikely_ND","GoodRL",0,0,6
"750","Permethrin","901S45253_2010","901S45253",122129,2010-05-18,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000704,0.001408,1,"None",NA,"DFG-WPCL","RWB9_SMC_2010","SWAMP",2011-07-07 00:00:00,"true",NA,"901S45253",901,"San Juan","Urban",33.51442,-117.62613,"true","901S45253_2010-05-18",2010,0.0345,0,0.04,"PYR",0.42,9.3,"Unlikely_ND","GoodRL",0,0,6
"635","Fenpropathrin","902M18909_2019","902M18909",127019,2019-05-09,"grab","sediment",1,1,"Pyrethroid Pesticides by GC/MS/MS","Total","ug/g dw",0.0057,"=",0.00059,0.0012,1,"None","","CalScience","SMC_Carlsbad_WMA_2019","SMC",2019-09-18 15:36:32,"false",NA,"902M18909",902,"Northern San Diego","Agricultural",33.46607,-117.19794,"true","902M18909_2019-05-09",2019,0.019,0.3,0.06,"PYR",0.11,1.1,"Possible","GoodRL",2.72727272727273,0.272727272727273,3
"201","Cyfluthrin","902M18909_2019","902M18909",127016,2019-05-09,"grab","sediment",1,1,"Pyrethroid Pesticides by GC/MS/MS","Total","ug/g dw",-88,"ND",0.00059,0.0012,1,"None","","CalScience","SMC_Carlsbad_WMA_2019","SMC",2019-09-18 15:36:32,"false",NA,"902M18909",902,"Northern San Diego","Agricultural",33.46607,-117.19794,"true","902M18909_2019-05-09",2019,0.019,0,0.063,"PYR",0.046,0.46,"Possible or Unlikely","Poor RL",0,0,4
"269","Cypermethrin","902M18909_2019","902M18909",127017,2019-05-09,"grab","sediment",1,1,"Pyrethroid Pesticides by GC/MS/MS","Total","ug/g dw",-88,"ND",0.00059,0.0012,1,"None","","CalScience","SMC_Carlsbad_WMA_2019","SMC",2019-09-18 15:36:32,"false",NA,"902M18909",902,"Northern San Diego","Agricultural",33.46607,-117.19794,"true","902M18909_2019-05-09",2019,0.019,0,0.063,"PYR",0.049,0.49,"Possible or Unlikely","Poor RL",0,0,4
