masterid,SiteYear,MeanSurvival,CtrlAdjSurvival,csci,e,mean_o,oovere,oovere_percentile,mmi,mmi_percentile,ASCI.hybrid,PyrethroidSum,PyrethroidSum_OrgNorm,Arsenic,Cadmium,Chromium,Copper,Lead,Mercury,Nickel,Zinc,mPECq,huc,smcshed,smc_lu,latitude,longitude,probabilistic
905PS0026,905PS0026_2008,NA,NA,1.0933037,6.23025284,8,1.28405704,0.93,0.90255036,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,905,Central San Diego,Open,33.10697,-116.86545,TRUE
905PS0026,905PS0026_2016,NA,NA,0.74920958,6.23025284,4.85,0.77845958,0.12,0.71995959,0.06,0.80186834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,905,Central San Diego,Open,33.10697,-116.86545,TRUE
905PS0026,905PS0026_2017,NA,NA,0.97090279,6.23025284,7.6,1.21985419,0.88,0.72195139,0.06,0.55496007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,905,Central San Diego,Open,33.10697,-116.86545,TRUE
905PS0026,905PS0026_2018,NA,NA,0.91099149,6.23025284,6.7,1.07539777,0.65,0.74658521,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,905,Central San Diego,Open,33.10697,-116.86545,TRUE
905PS0026,905PS0026_2019,NA,NA,0.96085167,6.23025284,7.95,1.27603168,0.93,0.64567167,0.02,0.65234424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,905,Central San Diego,Open,33.10697,-116.86545,TRUE
905S01953,905S01953_2009,NA,NA,1.07349515,6.25546335,8,1.27888208,0.93,0.86810821,0.23,NA,NA,NA,3.31,0.16,34.8,24,13.3,NA,14.2,71.7,0.165616479,905,Central San Diego,Open,33.08958,-116.9032,TRUE
905S02561,905S02561_2011,NA,NA,1.09853885,7.93718249,7.95,1.00161487,0.5,1.19546283,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,905,Central San Diego,Open,33.12974,-116.63591,TRUE
905S15201,905S15201_2012,NA,NA,0.73641257,6.23022193,4.85,0.77846344,0.12,0.6943617,0.04,NA,0,0,2.87,0.06,25.3,10.8,5.9,NA,7.7,43.9,0.099943101,905,Central San Diego,Open,33.11778,-116.85444,TRUE
905WE0679,905WE0679_2002,NA,NA,0.79187204,6.41151885,3.95,0.61607867,0.02,0.96766542,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,905,Central San Diego,Open,33.13163,-116.6544,TRUE
905WE0679,905WE0679_2005,NA,NA,0.59705826,6.41151885,2,0.31193857,0,0.88217795,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,905,Central San Diego,Open,33.13163,-116.6544,TRUE
905WE0679,905WE0679_2016,NA,NA,1.1564126,6.41151885,7.95,1.2399558,0.9,1.0728694,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,905,Central San Diego,Open,33.13163,-116.6544,TRUE
905WE0679,905WE0679_2017,NA,NA,1.08652166,6.41151885,5.95,0.92801724,0.35,1.24502608,0.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,905,Central San Diego,Open,33.13163,-116.6544,TRUE
905WE1018,905WE1018_2002,NA,NA,0.8348007,6.19932175,6,0.96784781,0.43,0.70175359,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,905,Central San Diego,Open,33.12423,-116.68157,TRUE
905WE1018,905WE1018_2015,NA,NA,0.70484419,6.19932175,6,0.96784781,0.43,0.44184056,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,905,Central San Diego,Open,33.12423,-116.68157,TRUE
906M21738,906M21738_2017,NA,NA,0.7507808,7.6587172,6.7,0.87482013,0.26,0.62674146,0.02,0.75936091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,906,Central San Diego,Urban,32.92288,-117.18625,TRUE
906M21758,906M21758_2017,NA,NA,0.81534291,8.22884047,8.65,1.05118091,0.61,0.5795049,0.01,0.83653223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,906,Central San Diego,Urban,32.94264,-117.10754,TRUE
906M21770,906M21770_2018,NA,NA,0.65211479,7.56243884,5.4,0.71405536,0.07,0.59017421,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,906,Central San Diego,Urban,32.90376,-117.22665,TRUE
906M21774,906M21774_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68332302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,906,Central San Diego,Urban,32.93392,-117.05882,TRUE
906M23302,906M23302_2015,NA,NA,0.60686513,7.60614879,5.5,0.72309919,0.07,0.49063108,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,906,Mission Bay and San Diego River,Urban,32.81736,-117.19986,TRUE
906M23318,906M23318_2015,NA,NA,0.41371016,7.06388777,3,0.42469531,0,0.40272502,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,906,Mission Bay and San Diego River,Urban,32.8249,-117.23035,TRUE
906M23361,906M23361_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67256473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,906,Mission Bay and San Diego River,Urban,32.84373,-117.21115,TRUE
906M23380,906M23380_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75291359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,906,Mission Bay and San Diego River,Urban,32.78855,-117.18675,TRUE
906S02246,906S02246_2010,NA,NA,0.76704095,6.970562,6,0.86076273,0.23,0.67331917,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,906,Central San Diego,Open,32.94636,-117.09849,TRUE
906S02902,906S02902_2011,NA,NA,0.77588195,6.93809355,7,1.00892269,0.52,0.5428412,0.01,0.66254138,0.023607,0.262,2.3,0.11,11.6,13.5,8.3,NA,5.4,63.5,0.085884706,906,Central San Diego,Urban,32.949075,-117.064432,TRUE
907M23325,907M23325_2015,NA,NA,0.51007511,7.59485051,4.7,0.61884036,0.02,0.40130987,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,907,Mission Bay and San Diego River,Urban,32.80233,-116.97166,TRUE
907M23327,907M23327_2016,NA,NA,0.62460478,6.83481743,5,0.73154844,0.08,0.51766112,0,0.91284668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,907,Mission Bay and San Diego River,Urban,32.8378,-116.78974,TRUE
907M23330,907M23330_2016,NA,NA,0.96401838,7.6033484,8.25,1.08504827,0.67,0.84298849,0.19,0.99182535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,907,Mission Bay and San Diego River,Open,33.00358,-116.70228,TRUE
907M23331,907M23331_2016,NA,NA,0.77045165,6.97486597,6,0.86023158,0.23,0.68067171,0.04,0.82832317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,907,Mission Bay and San Diego River,Urban,32.84058,-116.90771,TRUE
907M23342,907M23342_2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82081216,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,907,Mission Bay and San Diego River,Open,32.99095,-116.59072,TRUE
907M23343,907M23343_2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69155721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,907,Mission Bay and San Diego River,SMC_out,32.83203,-116.77732,TRUE
907M23346,907M23346_2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91348075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,907,Mission Bay and San Diego River,Open,33.00467,-116.68435,TRUE
907M23348,907M23348_2016,NA,NA,0.5074023,7.66006718,2.9,0.37858676,0,0.63621785,0.02,0.95365978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,907,Mission Bay and San Diego River,Urban,32.7862,-117.11484,TRUE
907M23349,907M23349_2018,NA,NA,0.35195437,7.13868248,3,0.42024561,0,0.28366312,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,907,Mission Bay and San Diego River,Urban,32.82495,-117.09258,TRUE
907M23362,907M23362_2017,NA,NA,0.95206972,7.54662743,6.95,0.92094118,0.34,0.98319826,0.46,0.93331496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,907,Mission Bay and San Diego River,Open,32.9918,-116.71432,TRUE
907M23367,907M23367_2018,NA,NA,0.91821365,6.34926415,6.4,1.00799082,0.52,0.82843648,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,907,Mission Bay and San Diego River,Open,32.96335,-116.66364,TRUE
907M23379,907M23379_2018,NA,NA,0.74355016,7.09112214,5.8,0.81792414,0.17,0.66917619,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,907,Mission Bay and San Diego River,Urban,32.80322,-116.92425,TRUE
907M23385,907M23385_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.97851779,0.000436,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,907,Mission Bay and San Diego River,Urban,32.81067,-117.07466,TRUE
907M23401,907M23401_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8161304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,907,Mission Bay and San Diego River,Open,32.83431,-117.04648,TRUE
907M23405,907M23405_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96238117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,907,Mission Bay and San Diego River,Urban,32.86217,-117.00823,TRUE
907S00577,907S00577_2009,NA,NA,1.05912257,6.34011566,8,1.26180663,0.92,0.8564385,0.21,NA,NA,NA,1.36,0.11,11.3,7.1,3.4,NA,4.9,60.4,0.067389892,907,Mission Bay and San Diego River,Open,33.0767,-116.67455,TRUE
907S01418,907S01418_2009,NA,NA,1.2248995,7.53808509,9.65,1.28016597,0.93,1.16963302,0.83,NA,NA,NA,3.09,0.23,57,16.6,9.5,NA,14.2,68.5,0.182911615,907,Mission Bay and San Diego River,Open,32.99254,-116.71771,TRUE
907S01434,907S01434_2009,NA,NA,0.97304935,6.43327007,7,1.0880936,0.68,0.8580051,0.21,NA,NA,NA,2.52,0.27,90.6,11.4,10.7,NA,10.7,82,0.215102055,907,Mission Bay and San Diego River,Open,32.90475,-116.62501,TRUE
907S01610,907S01610_2010,NA,NA,1.16846425,6.32123596,7.25,1.1469276,0.78,1.19000089,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,907,Mission Bay and San Diego River,Open,32.96675,-116.65275,TRUE
907S01610,907S01610_2015,NA,NA,0.9305125,6.32123596,6.85,1.08364884,0.67,0.77737617,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,907,Mission Bay and San Diego River,Open,32.96675,-116.65275,TRUE
907S02774,907S02774_2010,NA,NA,0.69666282,6.93937278,5.75,0.82860515,0.18,0.5647205,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,907,Mission Bay and San Diego River,Urban,32.81182,-116.97323,TRUE
907S03210,907S03210_2011,NA,NA,0.94193415,6.32002254,5.55,0.87816142,0.26,1.00570687,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,907,Mission Bay and San Diego River,Open,33.00312,-116.72918,TRUE
907S03786,907S03786_2012,NA,NA,1.20608577,6.34763519,7.65,1.20517323,0.86,1.20699832,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,907,Mission Bay and San Diego River,Open,32.89421,-116.65844,TRUE
907S05514,907S05514_2011,NA,NA,1.10542735,6.35064466,6.55,1.03139135,0.57,1.17946334,0.84,NA,0,0,2.99,0.42,57.2,18.1,10.6,NA,14.2,66.7,0.190292101,907,Mission Bay and San Diego River,Open,32.97974,-116.74246,TRUE
907S11430,907S11430_2012,NA,NA,0.89175651,6.93116496,7.35,1.0604278,0.62,0.72308522,0.06,0.59890433,0.014768,0.829,1.98,0.13,26,16.7,11.9,NA,9.6,63.5,0.123037576,907,Mission Bay and San Diego River,Urban,32.848374,-116.860048,TRUE
907S46499,907S46499_2010,NA,NA,1.06376891,6.88425134,8.65,1.25649102,0.91,0.8710468,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,907,Mission Bay and San Diego River,Open,32.96198,-116.75077,TRUE
907SDB047,907SDB047_2015,NA,NA,0.70185072,6.32386212,4,0.63252486,0.03,0.77117657,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,907,Mission Bay and San Diego River,Open,33.00755,-116.66464,TRUE
908M24952,908M24952_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9123763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,908,Southern San Diego,Urban,32.72548,-117.07251,TRUE
909M24925,909M24925_2016,NA,NA,0.83628379,6.36689937,6.85,1.07587691,0.65,0.59669067,0.01,0.96567925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,909,Southern San Diego,Open,32.83848,-116.63814,TRUE
909M24937,909M24937_2016,NA,NA,0.87653801,6.50539403,6,0.92231154,0.34,0.83076448,0.17,1.1926167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,909,Southern San Diego,Open,32.81935,-116.70775,TRUE
909M24951,909M24951_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75559375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,909,Southern San Diego,Open,32.77066,-116.81351,TRUE
909M24953,909M24953_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9033457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,909,Southern San Diego,Open,32.80613,-116.79967,TRUE
909S00282,909S00282_2009,NA,NA,0.9806938,6.472281,7.45,1.15106251,0.79,0.81032509,0.14,0.83206148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,909,Southern San Diego,Open,32.87185,-116.61372,TRUE
909S00282,909S00282_2015,NA,NA,0.82910654,6.472281,6,0.92703021,0.35,0.73118288,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,909,Southern San Diego,Open,32.87185,-116.61372,TRUE
909S00282,909S00282_2016,NA,NA,1.00234364,6.472281,8,1.23604028,0.89,0.768647,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,909,Southern San Diego,Open,32.87185,-116.61372,TRUE
909S14218,909S14218_2012,NA,NA,1.00444948,6.49822429,7.9,1.21571673,0.87,0.79318223,0.12,0.40264183,0.005573,0.109,3.86,0.13,45.5,45.8,12.3,NA,21.8,105,0.233396881,909,Southern San Diego,Urban,32.829985,-116.736039,TRUE
909WE0662,909WE0662_2001,NA,NA,1.06106583,7.09034083,7.75,1.09303631,0.69,1.02909535,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,909,Southern San Diego,Open,32.89957,-116.58789,TRUE
909WE0662,909WE0662_2004,NA,NA,0.64447657,7.09034083,5,0.70518472,0.06,0.58376842,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,909,Southern San Diego,Open,32.89957,-116.58789,TRUE
909WE0662,909WE0662_2005,NA,NA,0.63477184,7.09034083,4,0.56414777,0.01,0.7053959,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,909,Southern San Diego,Open,32.89957,-116.58789,TRUE
909WE0662,909WE0662_2008,NA,NA,1.10615734,7.09034083,8.6,1.21291771,0.87,0.99939697,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,909,Southern San Diego,Open,32.89957,-116.58789,TRUE
909WE0662,909WE0662_2015,NA,NA,0.67449452,7.09034083,5.5,0.77570319,0.12,0.57328585,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,909,Southern San Diego,Open,32.89957,-116.58789,TRUE
909WE0662,909WE0662_2016,NA,NA,0.67762961,7.09034083,5.65,0.79685873,0.14,0.55840049,0.01,0.92416827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,909,Southern San Diego,Open,32.89957,-116.58789,TRUE
909WE0662,909WE0662_2017,NA,NA,0.88985351,7.09034083,7.9,1.11419185,0.73,0.66551516,0.03,0.8602303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,909,Southern San Diego,Open,32.89957,-116.58789,TRUE
909WE0662,909WE0662_2018,NA,NA,1.10235748,7.09034083,8.75,1.23407326,0.89,0.9706417,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,909,Southern San Diego,Open,32.89957,-116.58789,TRUE
909WE0662,909WE0662_2019,NA,NA,0.81053916,7.09034083,7,0.9872586,0.47,0.63381972,0.02,1.00318822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,909,Southern San Diego,Open,32.89957,-116.58789,TRUE
909WE0780,909WE0780_2001,NA,NA,1.01992536,6.51306728,7.75,1.18991554,0.84,0.84993517,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,909,Southern San Diego,Open,32.92981,-116.55901,TRUE
909WE1014,909WE1014_2002,NA,NA,0.76538635,6.4874364,6,0.92486456,0.35,0.60590813,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,909,Southern San Diego,Urban,32.83213,-116.7265,TRUE
910M24924,910M24924_2017,NA,NA,0.58562148,7.05748896,4.95,0.70138261,0.06,0.46986034,0,0.72639219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,910,Southern San Diego,Urban,32.5915,-117.07624,TRUE
910OTJMC5,910OTJMC5_2001,NA,NA,0.7681534,7.07685752,6,0.84783394,0.21,0.68847286,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,910,Southern San Diego,Open,32.63481,-116.88541,TRUE
910OTJMC5,910OTJMC5_2010,NA,NA,0.84475306,7.07685752,8.15,1.1516411,0.79,0.53786503,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,910,Southern San Diego,Open,32.63481,-116.88541,TRUE
910S14762,910S14762_2010,NA,NA,0.83458384,7.06831572,6.75,0.95496583,0.41,0.71420184,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,910,Southern San Diego,Open,32.64787,-116.86999,TRUE
911M24913,911M24913_2015,NA,NA,0.72197381,7.02454213,5.55,0.79008708,0.13,0.65386053,0.03,1.09287265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,911,Southern San Diego,Open,32.59027,-116.51532,TRUE
911M24916,911M24916_2015,NA,NA,0.55000172,7.08589366,5,0.7056273,0.06,0.39437614,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,911,Southern San Diego,Open,32.54938,-116.99128,TRUE
911M24926,911M24926_2016,NA,NA,0.86460759,6.84626239,6.6,0.96402966,0.43,0.76518552,0.09,0.9991406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,911,Southern San Diego,Open,32.59782,-116.65687,TRUE
911M24934,911M24934_2017,NA,NA,0.8128244,7.00979248,4.8,0.68475636,0.05,0.94089244,0.37,1.01187004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,911,Southern San Diego,Open,32.76761,-116.65057,TRUE
911M24945,911M24945_2017,NA,NA,0.73415079,6.4852451,4.6,0.70930241,0.06,0.75899916,0.09,0.8410667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,911,Southern San Diego,Open,32.74334,-116.46741,TRUE
911M24949,911M24949_2018,NA,NA,0.93494148,6.43168474,5.95,0.92510753,0.35,0.94477543,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,911,Southern San Diego,Open,32.80946,-116.43979,TRUE
911S00538,911S00538_2009,NA,NA,1.05482853,6.47867946,7.65,1.18079619,0.83,0.92886087,0.35,NA,NA,NA,5.91,0.31,86.3,24.9,11.9,NA,21.7,125,0.285390491,911,Southern San Diego,Open,32.78123,-116.63207,TRUE
911S00858,911S00858_2010,NA,NA,1.09339717,6.50867582,8,1.22912866,0.89,0.95766567,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,911,Southern San Diego,Open,32.90282,-116.49337,TRUE
911S00858,911S00858_2016,NA,NA,0.91783248,6.50867582,6.6,1.01403115,0.53,0.82163382,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,911,Southern San Diego,Open,32.90282,-116.49337,TRUE
911S00858,911S00858_2017,NA,NA,0.95589196,6.50867582,6.75,1.03707731,0.58,0.8747066,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,911,Southern San Diego,Open,32.90282,-116.49337,TRUE
911S01142,911S01142_2011,NA,NA,0.95484468,6.51356592,6,0.92115441,0.34,0.98853496,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,911,Southern San Diego,Open,32.73547,-116.65268,TRUE
911S01142,911S01142_2016,NA,NA,0.89953775,6.51356592,6.8,1.043975,0.59,0.75510049,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,911,Southern San Diego,Open,32.73547,-116.65268,TRUE
911S01818,911S01818_2009,NA,NA,1.05272603,7.05568357,8,1.1338377,0.76,0.97161437,0.44,NA,NA,NA,5.18,0.23,34.1,20.2,11.8,NA,16.1,75.2,0.176175679,911,Southern San Diego,Open,32.86215,-116.52037,TRUE
911S02058,911S02058_2009,NA,NA,1.04646345,6.4753138,7.7,1.18913156,0.84,0.90379534,0.3,NA,NA,NA,1.26,0.06,28.9,4.4,5,NA,4.2,20.7,0.072957266,911,Southern San Diego,Open,32.76142,-116.64257,TRUE
911S03354,911S03354_2009,NA,NA,1.1503791,6.4716407,8,1.23616257,0.89,1.06459563,0.64,NA,NA,NA,3.22,0.14,28.5,10.3,8.7,NA,9.5,54,0.118951649,911,Southern San Diego,Open,32.79112,-116.61677,TRUE
911S04086,911S04086_2009,NA,NA,0.86430884,7.63894655,7.5,0.98181077,0.46,0.74680691,0.08,NA,NA,NA,7.13,0.16,24.8,26,17.1,NA,9.3,88.3,0.166205099,911,Southern San Diego,Open,32.67454,-116.57777,TRUE
911S12262,911S12262_2010,NA,NA,0.94768207,6.99053332,7.65,1.0943371,0.69,0.80102703,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,911,Southern San Diego,Open,32.65665,-116.68056,TRUE
LALT502,LALT502_2012,NA,NA,0.64703084,7.78172563,6,0.77103721,0.11,0.52302446,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412,Los Angeles,Urban,33.8473,-118.2096,TRUE
LALT502,LALT502_2017,NA,NA,0.50702248,7.78172563,4,0.5140248,0.01,0.50002016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412,Los Angeles,Urban,33.8473,-118.2096,TRUE
LALT502,LALT502_2018,NA,NA,0.42551586,7.78172563,4,0.5140248,0.01,0.33700691,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412,Los Angeles,Urban,33.8473,-118.2096,TRUE
ME-CC,ME-CC_1998,NA,NA,0.46224146,7.59356286,3.25,0.42799409,0,0.49648883,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,408,Calleguas,Agricultural,34.17978,-119.04053,TRUE
ME-CC,ME-CC_2010,NA,NA,0.4217747,7.59356286,3,0.39507146,0,0.44847793,0,0.48053463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,408,Calleguas,Agricultural,34.17978,-119.04053,TRUE
ME-CC,ME-CC_2011,NA,NA,0.69586301,7.59356286,7,0.92183342,0.34,0.4698926,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,408,Calleguas,Agricultural,34.17978,-119.04053,TRUE
ME-CC,ME-CC_2012,NA,NA,0.48545769,7.59356286,4,0.52676195,0.01,0.44415343,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,408,Calleguas,Agricultural,34.17978,-119.04053,TRUE
ME-CC,ME-CC_2013,NA,NA,0.7082751,7.59356286,6.95,0.91524889,0.33,0.50130131,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,408,Calleguas,Agricultural,34.17978,-119.04053,TRUE
ME-CC,ME-CC_2014,NA,NA,0.52742382,7.59356286,4.6,0.60577625,0.02,0.4490714,0,0.52604795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,408,Calleguas,Agricultural,34.17978,-119.04053,TRUE
ME-CC,ME-CC_2015,NA,NA,0.44674953,7.59356286,4,0.52676195,0.01,0.36673711,0,0.4503909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,408,Calleguas,Agricultural,34.17978,-119.04053,TRUE
ME-CC,ME-CC_2016,NA,NA,0.57358673,7.59356286,5.45,0.71771316,0.07,0.4294603,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,408,Calleguas,Agricultural,34.17978,-119.04053,TRUE
ME-CC,ME-CC_2017,NA,NA,0.58276923,7.59356286,5.65,0.74405126,0.09,0.42148721,0,0.43082081,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,408,Calleguas,Agricultural,34.17978,-119.04053,TRUE
ME-CC,ME-CC_2018,100,102.5641026,0.59400288,7.59356286,5.45,0.71771316,0.07,0.47029261,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,408,Calleguas,Agricultural,34.17978,-119.04053,TRUE
ME-CC,ME-CC_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53069852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,408,Calleguas,Agricultural,34.17978,-119.04053,TRUE
ME-SCR,ME-SCR_2010,NA,NA,0.74040274,7.84023618,6.8,0.86732081,0.24,0.61348467,0.02,0.71051812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,Santa Clara,Agricultural,34.30063,-119.1097,TRUE
ME-SCR,ME-SCR_2011,NA,NA,0.62737336,7.84023618,5,0.63773589,0.03,0.61701084,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,Santa Clara,Agricultural,34.30063,-119.1097,TRUE
ME-SCR,ME-SCR_2012,NA,NA,0.73399597,7.84023618,6.35,0.80992458,0.16,0.65806737,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,Santa Clara,Agricultural,34.30063,-119.1097,TRUE
ME-SCR,ME-SCR_2013,NA,NA,0.71717891,7.84023618,6,0.76528307,0.11,0.66907475,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,Santa Clara,Agricultural,34.30063,-119.1097,TRUE
ME-SCR,ME-SCR_2014,NA,NA,0.51690116,7.84023618,4.95,0.63135853,0.03,0.4024438,0,0.63460872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,Santa Clara,Agricultural,34.30063,-119.1097,TRUE
ME-SCR,ME-SCR_2015,NA,NA,0.49456966,7.84023618,4.9,0.62498117,0.02,0.36415815,0,0.56914333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,Santa Clara,Agricultural,34.30063,-119.1097,TRUE
ME-SCR,ME-SCR_2016,NA,NA,0.44634257,7.84023618,4,0.51018871,0.01,0.38249642,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,Santa Clara,Agricultural,34.30063,-119.1097,TRUE
