,analytename,SiteYear,stationcode,objectid,sampledate,sampletypecode,matrixname,fieldreplicate,labreplicate,methodname,fractionname,unit,result,resqualcode,mdl,rl,dilutionfactor,qacode,labresultcomments,labagencycode,projectcode,record_origin,origin_lastupdatedate,record_publish,masterid,huc,smcshed,smc_lu,latitude,longitude,SiteDate,Year,OCresult,OrgNorm,Class,LEB,TEB,Assessment,PyrQuotientLEB,PyrQuotientTEB,RLOC,RLEvalLEB,RLEvalTEB
589,Fenpropathrin,907S11430_2012,907S11430,123781,7/18/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,6.20E-05,0.000356,1,None,NA,DFG-WPCL,RWB9_SMC_2012,SWAMP,4/2/2014 0:00,TRUE,907S11430,907,Mission Bay and San Diego River,Urban,32.848374,-116.860048,907S11430_2012-07-18,2012,0.0177,0,PYR,1.1,0.11,Unlikely,0,0,0.020112994,ok,ok
613,Permethrin,SMC00766_2011,SMC00766,20108,7/11/2011,grab,sediment,1,1,pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.0048,0.0048,1,None,,WKL,NA,SMC,6/11/2018 15:25,TRUE,SMC00766,801,Lower Santa Ana,Urban,33.65718,-117.83739,SMC00766_2011-07-11,2011,0.012,0,PYR,9.3,0.42,Unlikely,0,0,0.4,ok,ok
615,Permethrin,802S09698_2017,SMC09698,49353,5/31/2017,grab,sediment,1,1,EPA 8270D_NCI,Total,ug/g dw,-88,ND,0.00017,0.00055,1,None,,PEL,NA,SMC,6/11/2018 15:26,TRUE,802S09698,802,San Jacinto,Open,33.7459,-116.70739,802S09698_2017-05-31,2017,0.1353,0,PYR,9.3,0.42,Unlikely,0,0,0.004065041,ok,ok
617,Permethrin,904CBSAM5_2010,904S02585,85812,5/19/2010,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000997,0.001993,1,None,NA,DFG-WPCL,RWB9_SMC_2010,SWAMP,7/7/2011 0:00,TRUE,904CBSAM5,904,Central San Diego,Urban,33.09086,-117.2447,904CBSAM5_2010-05-19,2010,0.07,0,PYR,9.3,0.42,Unlikely,0,0,0.028471429,ok,ok
619,Permethrin,404M07372_2019,404M07372,129630,7/9/2019,grab,sediment,1,1,EPA 8270D_NCI,Total,ug/g dw,-88,ND,0.00017,5.00E-04,1,None,,PEL,SMC_LACFCD_2019,SMC,1/17/2020 21:17,FALSE,404M07372,404,Santa Monica Bay,Urban,34.13604,-118.75743,404M07372_2019-07-09,2019,0.042,0,PYR,9.3,0.42,Unlikely,0,0,0.011904762,ok,ok
620,Permethrin,404S26868_2012,404S26868,67176,6/26/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000623,0.00161,1,"H,PJM",NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,404S26868,404,Santa Monica Bay,Urban,34.09675,-118.71737,404S26868_2012-06-26,2012,0.0089,0,PYR,9.3,0.42,Unlikely,0,0,0.180898876,ok,ok
621,Permethrin,SMC01384_2017,SMC01384,49793,6/7/2017,grab,sediment,1,1,EPA 8270C,Total,ug/g dw,-88,ND,0.00017,0.00055,1,None,,PEL,NA,SMC,6/11/2018 15:26,TRUE,SMC01384,404,Santa Monica Bay,Open,34.0646,-118.70091,SMC01384_2017-06-07,2017,0.0298,0,PYR,9.3,0.42,Unlikely,0,0,0.018456376,ok,ok
622,Permethrin,907S05514_2011,907S05514,123748,5/18/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00113,0.00225,1,None,NA,DFG-WPCL,RWB9_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,907S05514,907,Mission Bay and San Diego River,Open,32.97974,-116.74246,907S05514_2011-05-18,2011,0.0094,0,PYR,9.3,0.42,Unlikely,0,0,0.239361702,ok,ok
623,Permethrin,901S06851_2011,901S06851,84793,5/19/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00093,0.00186,1,None,NA,DFG-WPCL,RWB9_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,901S06851,901,San Juan,Urban,33.55052,-117.67542,901S06851_2011-05-19,2011,0.0046,0,PYR,9.3,0.42,Unlikely,0,0,0.404347826,ok,ok
624,Permethrin,404S13416_2011,404S13416,66528,6/8/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00097,0.00194,1,None,NA,DFG-WPCL,RWB4_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,404S13416,404,Santa Monica Bay,Urban,34.09875,-118.71594,404S13416_2011-06-08,2011,0.0074,0,PYR,9.3,0.42,Unlikely,0,0,0.262162162,ok,ok
625,Permethrin,903S06113_2012,903S06113,85453,6/30/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00075,0.00194,1,None,NA,DFG-WPCL,RWB9_SMC_2012,SWAMP,4/2/2014 0:00,TRUE,903S06113,903,Northern San Diego,Open,33.2645,-116.8131,903S06113_2012-06-30,2012,0.0231,0,PYR,9.3,0.42,Unlikely,0,0,0.083982684,ok,ok
626,Permethrin,903M20214_2018,903M20214,126479,5/8/2018,grab,sediment,1,1,EPA 8270C,Total,ug/g dw,-88,ND,0.00017,5.00E-04,1,None,,PEL,NA,SMC,1/14/2019 9:09,TRUE,903M20214,903,Northern San Diego,Urban,33.21936,-117.35881,903M20214_2018-05-08,2018,0.0618,0,PYR,9.3,0.42,Unlikely,0,0,0.008090615,ok,ok
627,Permethrin,901S04409_2011,901S04409,121720,5/19/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00098,0.00196,1,None,NA,DFG-WPCL,RWB9_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,901S04409,901,San Juan,Open,33.60347,-117.45314,901S04409_2011-05-19,2011,0.0119,0,PYR,9.3,0.42,Unlikely,0,0,0.164705882,ok,ok
628,Permethrin,903M20235_2018,903M20235,126511,6/12/2018,grab,sediment,1,1,EPA 8270C,Total,ug/g dw,-88,ND,0.00017,5.00E-04,1,None,,PEL,NA,SMC,1/14/2019 9:09,TRUE,903M20235,903,Northern San Diego,Open,33.24759,-116.78551,903M20235_2018-06-12,2018,0.0647,0,PYR,9.3,0.42,Unlikely,0,0,0.007727975,ok,ok
629,Permethrin,403S02764_2011,403S02764,61899,6/14/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000985,0.00197,1,None,NA,DFG-WPCL,RWB4_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,403S02764,403,Santa Clara,Open,34.44778,-118.7549,403S02764_2011-06-14,2011,0.0077,0,PYR,9.3,0.42,Unlikely,0,0,0.255844156,ok,ok
630,Permethrin,404S13672_2011,404S13672,66563,6/8/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00101,0.00203,1,None,NA,DFG-WPCL,RWB4_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,404S13672,404,Santa Monica Bay,Open,34.0754,-118.70292,404S13672_2011-06-08,2011,0.005,0,PYR,9.3,0.42,Unlikely,0,0,0.406,ok,ok
631,Permethrin,902M18909_2019,902M18909,127021,5/9/2019,grab,sediment,1,1,Pyrethroid Pesticides by GC/MS/MS,Total,ug/g dw,-88,ND,0.0012,0.0024,1,None,,CalScience,SMC_Carlsbad_WMA_2019,SMC,9/18/2019 15:36,FALSE,902M18909,902,Northern San Diego,SMC_out,33.46607,-117.19794,902M18909_2019-05-09,2019,0.019,0,PYR,9.3,0.42,Unlikely,0,0,0.126315789,ok,ok
633,Permethrin,404M07360_2017,404M07360,49794,6/8/2017,grab,sediment,1,1,EPA 8270C,Total,ug/g dw,-88,ND,0.00017,0.00055,1,None,,PEL,NA,SMC,6/11/2018 15:23,TRUE,404M07360,404,Santa Monica Bay,Urban,34.15459,-118.75848,404M07360_2017-06-08,2017,0.0754,0,PYR,9.3,0.42,Unlikely,0,0,0.00729443,ok,ok
634,Permethrin,404S37670_2013,404S37670,67703,6/6/2013,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000358,0.000925,1,None,NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,404S37670,404,Santa Monica Bay,Urban,34.14074,-118.70117,404S37670_2013-06-06,2013,0.0036,0,PYR,9.3,0.42,Unlikely,0,0,0.256944444,ok,ok
635,Permethrin,904S02201_2010,904S02201,85765,5/19/2010,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00123,0.002461,1,None,NA,DFG-WPCL,RWB9_SMC_2010,SWAMP,7/7/2011 0:00,TRUE,904S02201,904,Central San Diego,Urban,33.17979,-117.33735,904S02201_2010-05-19,2010,0.0712,0,PYR,9.3,0.42,Unlikely,0,0,0.034564607,ok,ok
638,Permethrin,404S28068_2012,404S28068,67255,6/20/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000652,0.00168,1,"H,PJM",NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,404S28068,404,Santa Monica Bay,Urban,34.13936,-118.70366,404S28068_2012-06-20,2012,0.0065,0,PYR,9.3,0.42,Unlikely,0,0,0.258461538,ok,ok
639,Permethrin,403S07024_2012,403S07024,99390,6/13/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000818,0.00212,1,"H,PJM",NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,403S07024,403,Santa Clara,Open,34.6092,-118.75771,403S07024_2012-06-13,2012,0.0576,0,PYR,9.3,0.42,Unlikely,0,0,0.036805556,ok,ok
640,Permethrin,404S11880_2011,404S11880,103352,6/7/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.0012,0.0024,1,None,NA,DFG-WPCL,RWB4_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,404S11880,404,Santa Monica Bay,Urban,34.12529,-118.70827,404S11880_2011-06-07,2011,0.0214,0,PYR,9.3,0.42,Unlikely,0,0,0.112149533,ok,ok
642,Permethrin,403S06660_2012,403S06660,99294,6/14/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000629,0.00163,1,"H,PJM",NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,403S06660,403,Santa Clara,Agricultural,34.42963,-118.92373,403S06660_2012-06-14,2012,0.0151,0,PYR,9.3,0.42,Unlikely,0,0,0.10794702,ok,ok
643,Permethrin,903M20280_2019,903M20280,129193,7/1/2019,grab,sediment,1,1,EPA 8270D_NCI,Total,ug/g dw,-88,ND,0.00017,5.00E-04,1,None,,PEL,SMC_San_Luis_Rey_River_WMA_2019,SMC,1/17/2020 20:44,FALSE,903M20280,903,Northern San Diego,Urban,33.29662,-117.21939,903M20280_2019-07-01,2019,0.0661,0,PYR,9.3,0.42,Unlikely,0,0,0.007564297,ok,ok
644,Permethrin,801M16973_2018,801M16973,126186,6/6/2018,grab,sediment,1,1,EPA 8270D_NCI,Total,ug/g dw,-88,ND,0.00017,5.00E-04,1,None,,PEL,NA,SMC,11/30/2018 13:35,TRUE,801M16973,801,Middle Santa Ana,Urban,33.93481,-117.34516,801M16973_2018-06-06,2018,0.0976,0,PYR,9.3,0.42,Unlikely,0,0,0.005122951,ok,ok
645,Permethrin,403S06315_2012,403S06315,99222,6/27/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000614,0.00159,1,None,NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,403S06315,403,Santa Clara,Open,34.59223,-119.31033,403S06315_2012-06-27,2012,0.0411,0,PYR,9.3,0.42,Unlikely,0,0,0.038686131,ok,ok
646,Permethrin,404S17016_2013,404S17016,66758,6/5/2013,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000378,0.000976,1,None,NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,404S17016,404,Santa Monica Bay,Open,34.1183,-118.78057,404S17016_2013-06-05,2013,0.0174,0,PYR,9.3,0.42,Unlikely,0,0,0.056091954,ok,ok
647,Permethrin,404S48200_2013,404S48200,104893,6/18/2013,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.0016,0.00414,1,PG,NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,404S48200,404,Santa Monica Bay,Open,34.07772,-118.92395,404S48200_2013-06-18,2013,0.1368,0,PYR,9.3,0.42,Unlikely,0,0,0.030263158,ok,ok
648,Permethrin,404S45745_2013,404S45745,104841,6/18/2013,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00128,0.0033,1,PG,NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,404S45745,404,Santa Monica Bay,Open,34.05902,-118.9339,404S45745_2013-06-18,2013,0.1201,0,PYR,9.3,0.42,Unlikely,0,0,0.027477102,ok,ok
650,Permethrin,403S16978_2013,403S16978,99660,6/26/2013,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000942,0.00244,1,PG,NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,403S16978,403,Santa Clara,Open,34.42319,-118.76771,403S16978_2013-06-26,2013,0.0286,0,PYR,9.3,0.42,Unlikely,0,0,0.085314685,ok,ok
651,Permethrin,901S39498_2010,901S39498,122076,5/18/2010,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000771,0.001542,1,None,NA,DFG-WPCL,RWB9_SMC_2010,SWAMP,7/7/2011 0:00,TRUE,901S39498,901,San Juan,Urban,33.49038,-117.66532,901S39498_2010-05-18,2010,0.0478,0,PYR,9.3,0.42,Unlikely,0,0,0.032259414,ok,ok
652,Permethrin,403S16493_2013,403S16493,62574,6/24/2013,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00058,0.0015,1,PG,NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,403S16493,403,Santa Clara,Open,34.6867,-118.84546,403S16493_2013-06-24,2013,0.0077,0,PYR,9.3,0.42,Unlikely,0,0,0.194805195,ok,ok
653,Permethrin,801M12678_2019,801M12678,127352,4/25/2019,grab,sediment,1,1,EPA 8270D,Total,ug/g dw,-88,ND,0.00017,5.00E-04,1,None,,PEL,SMC_OCPW_2019,SMC,9/27/2019 15:44,FALSE,801M12678,801,Lower Santa Ana,Agricultural,33.79594,-117.70467,801M12678_2019-04-25,2019,0.0021,0,PYR,9.3,0.42,Unlikely,0,0,0.238095238,ok,ok
654,Permethrin,901S45253_2010,901S45253,122129,5/18/2010,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000704,0.001408,1,None,NA,DFG-WPCL,RWB9_SMC_2010,SWAMP,7/7/2011 0:00,TRUE,901S45253,901,San Juan,Urban,33.51442,-117.62613,901S45253_2010-05-18,2010,0.0345,0,PYR,9.3,0.42,Unlikely,0,0,0.040811594,ok,ok
655,Permethrin,904S08089_2010,904S08089,85880,5/20/2010,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000543,0.001085,1,None,NA,DFG-WPCL,RWB9_SMC_2010,SWAMP,7/7/2011 0:00,TRUE,904S08089,904,Central San Diego,Agricultural,33.08899,-117.13748,904S08089_2010-05-20,2010,0.0532,0,PYR,9.3,0.42,Unlikely,0,0,0.020394737,ok,ok
657,Permethrin,801M16957_2019,801M16957,129786,5/10/2019,grab,sediment,1,1,EPA 8270D_NCI,Total,ug/g dw,-88,ND,0.00017,5.00E-04,1,None,,PEL,SMC_RCFC_2019,SMC,1/17/2020 21:30,FALSE,801M16957,801,Middle Santa Ana,Urban,33.85539,-117.3551,801M16957_2019-05-10,2019,0.0571,0,PYR,9.3,0.42,Unlikely,0,0,0.008756567,ok,ok
658,Permethrin,404S35418_2012,404S35418,67641,6/25/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00066,0.00171,1,"H,PJM",NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,404S35418,404,Santa Monica Bay,Open,34.08262,-118.70857,404S35418_2012-06-25,2012,0.01,0,PYR,9.3,0.42,Unlikely,0,0,0.171,ok,ok
661,Permethrin,404S25298_2012,404S25298,103949,6/20/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00064,0.00165,1,"H,PJM",NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,404S25298,404,Santa Monica Bay,Open,34.04553,-118.68732,404S25298_2012-06-20,2012,0.0368,0,PYR,9.3,0.42,Unlikely,0,0,0.044836957,ok,ok
662,Permethrin,404S44210_2013,404S44210,67754,6/20/2013,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00367,0.00948,5,"D,PJM",NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,404S44210,404,Santa Monica Bay,Urban,34.14301,-118.75779,404S44210_2013-06-20,2013,0.0743,0,PYR,9.3,0.42,Unlikely,0,0,0.127590848,ok,ok
663,Permethrin,404S45622_2013,404S45622,104769,6/3/2013,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000147,0.000379,1,None,NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,404S45622,404,Santa Monica Bay,Open,34.06149,-118.58534,404S45622_2013-06-03,2013,0.0415,0,PYR,9.3,0.42,Unlikely,0,0,0.00913253,ok,ok
665,Permethrin,403S01728_2011,403S01728,98749,7/13/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00109,0.00218,1,None,NA,DFG-WPCL,RWB4_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,403S01728,403,Santa Clara,Open,34.5749,-118.46002,403S01728_2011-07-13,2011,0.0086,0,PYR,9.3,0.42,Unlikely,0,0,0.253488372,ok,ok
666,Permethrin,904S12185_2011,904S12185,85917,5/24/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.0011,0.00219,1,None,NA,DFG-WPCL,RWB9_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,904S12185,904,Central San Diego,Agricultural,33.09918,-117.13013,904S12185_2011-05-24,2011,0.007,0,PYR,9.3,0.42,Unlikely,0,0,0.312857143,ok,ok
667,Permethrin,801S03971_2011,SMC03971,20123,7/11/2011,grab,sediment,1,1,pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.004,0.004,1,None,,WKL,NA,SMC,6/11/2018 15:26,TRUE,801S03971,801,Lower Santa Ana,Urban,33.67551,-117.82775,801S03971_2011-07-11,2011,0.02,0,PYR,9.3,0.42,Unlikely,0,0,0.2,ok,ok
668,Permethrin,404S14952_2011,404S14952,66616,6/15/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00181,0.00362,1,None,NA,DFG-WPCL,RWB4_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,404S14952,404,Santa Monica Bay,Urban,34.14268,-118.70089,404S14952_2011-06-15,2011,0.0618,0,PYR,9.3,0.42,Unlikely,0,0,0.058576052,ok,ok
670,Permethrin,404S23297_2013,404S23297,103874,6/19/2013,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000677,0.00175,1,PG,NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,404S23297,404,Santa Monica Bay,Open,34.05006,-118.58103,404S23297_2013-06-19,2013,0.01,0,PYR,9.3,0.42,Unlikely,0,0,0.175,ok,ok
671,Permethrin,904S01814_2010,904S01814,85688,6/15/2010,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000611,0.001221,1,None,NA,DFG-WPCL,RWB9_SMC_2010,SWAMP,7/7/2011 0:00,TRUE,904S01814,904,Central San Diego,Urban,33.02292,-117.2273,904S01814_2010-06-15,2010,0.0215,0,PYR,9.3,0.42,Unlikely,0,0,0.056790698,ok,ok
673,Permethrin,404S28270_2012,404S28270,67301,6/18/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00076,0.00197,1,"H,PJM",NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,404S28270,404,Santa Monica Bay,Urban,34.13663,-118.75725,404S28270_2012-06-18,2012,0.0303,0,PYR,9.3,0.42,Unlikely,0,0,0.065016502,ok,ok
674,Permethrin,404S44532_2013,404S44532,67809,6/4/2013,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000274,0.000708,1,None,NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,404S44532,404,Santa Monica Bay,Open,34.12682,-118.79617,404S44532_2013-06-04,2013,0.0462,0,PYR,9.3,0.42,Unlikely,0,0,0.015324675,ok,ok
675,Permethrin,801M16932_2017,801M16932,49352,5/31/2017,grab,sediment,1,1,EPA 8270D_NCI,Total,ug/g dw,-88,ND,0.00017,0.00055,1,None,,PEL,NA,SMC,6/11/2018 15:23,TRUE,801M16932,801,Middle Santa Ana,Open,33.94279,-117.32362,801M16932_2017-05-31,2017,0.0542,0,PYR,9.3,0.42,Unlikely,0,0,0.010147601,ok,ok
676,Permethrin,404S26670_2012,404S26670,67139,6/18/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,0.0029,=,0.000713,0.00184,1,"H,PJM",NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,404S26670,404,Santa Monica Bay,Urban,34.16385,-118.76205,404S26670_2012-06-18,2012,0.0235,0.123404255,PYR,9.3,0.42,Unlikely,0.013269275,0.293819656,0.078297872,ok,ok
677,Permethrin,907M23385_2019,907M23385,129117,6/25/2019,grab,sediment,1,1,EPA 8270D_NCI,Total,ug/g dw,-88,ND,0.00017,5.00E-04,1,None,,PEL,SMC_San_Diego_River_WMA_2019,SMC,1/17/2020 20:27,FALSE,907M23385,907,Mission Bay and San Diego River,Urban,32.81067,-117.07466,907M23385_2019-06-25,2019,0.0092,0,PYR,9.3,0.42,Unlikely,0,0,0.054347826,ok,ok
679,Permethrin,403S06139_2012,403S06139,62143,6/27/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000655,0.00169,1,None,NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,403S06139,403,Santa Clara,Open,34.55464,-119.2405,403S06139_2012-06-27,2012,0.0155,0,PYR,9.3,0.42,Unlikely,0,0,0.109032258,ok,ok
681,Permethrin,901S12942_2012,901S12942,84934,6/30/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000678,0.00175,1,None,NA,DFG-WPCL,RWB9_SMC_2012,SWAMP,4/2/2014 0:00,TRUE,901S12942,901,San Juan,Urban,33.4779,-117.6785,901S12942_2012-06-30,2012,0.0312,0,PYR,9.3,0.42,Unlikely,0,0,0.056089744,ok,ok
683,Permethrin,403S02363_2011,403S02363,98842,6/16/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00092,0.00183,1,None,NA,DFG-WPCL,RWB4_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,403S02363,403,Santa Clara,Open,34.55885,-119.15456,403S02363_2011-06-16,2011,0.0058,0,PYR,9.3,0.42,Unlikely,0,0,0.315517241,ok,ok
684,Permethrin,903M20230_2018,903M20230,126477,5/8/2018,grab,sediment,1,1,EPA 8270C,Total,ug/g dw,-88,ND,0.00017,5.00E-04,1,None,,PEL,NA,SMC,1/14/2019 9:09,TRUE,903M20230,903,Northern San Diego,Urban,33.23967,-117.31776,903M20230_2018-05-08,2018,0.0075,0,PYR,9.3,0.42,Unlikely,0,0,0.066666667,ok,ok
685,Permethrin,906S02902_2011,906S02902,123349,8/3/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,0.00396,DNQ,0.00084,0.00217,1,None,NA,DFG-WPCL,RWB9_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,906S02902,906,Central San Diego,Urban,32.949075,-117.064432,906S02902_2011-08-03,2011,0.0881,0.044948922,PYR,9.3,0.42,Unlikely,0.004833217,0.107021242,0.024631101,ok,ok
686,Permethrin,403M05832_2019,403M05832,129628,6/27/2019,grab,sediment,1,1,EPA 8270D_NCI,Total,ug/g dw,-88,ND,0.00017,5.00E-04,1,None,,PEL,SMC_LACFCD_2019,SMC,1/17/2020 21:17,FALSE,403M05832,403,Santa Clara,Open,34.54997,-118.50855,403M05832_2019-06-27,2019,0.0561,0,PYR,9.3,0.42,Unlikely,0,0,0.008912656,ok,ok
687,Permethrin,403S01536_2011,403S01536,98673,7/12/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000983,0.00197,1,None,NA,DFG-WPCL,RWB4_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,403S01536,403,Santa Clara,Open,34.56909,-118.39212,403S01536_2011-07-12,2011,0.0124,0,PYR,9.3,0.42,Unlikely,0,0,0.158870968,ok,ok
688,Permethrin,403M05795_2017,403M05795,49792,6/5/2017,grab,sediment,1,1,EPA 8270C,Total,ug/g dw,-88,ND,0.00017,0.00055,1,None,,PEL,NA,SMC,6/11/2018 15:22,TRUE,403M05795,403,Santa Clara,Open,34.60898,-118.77961,403M05795_2017-06-05,2017,0.0568,0,PYR,9.3,0.42,Unlikely,0,0,0.009683099,ok,ok
691,Permethrin,403S07227_2012,403S07227,62400,6/27/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000642,0.00166,1,None,NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,403S07227,403,Santa Clara,Open,34.56208,-119.16664,403S07227_2012-06-27,2012,0.0124,0,PYR,9.3,0.42,Unlikely,0,0,0.133870968,ok,ok
693,Permethrin,404S34230_2013,404S34230,104377,6/19/2013,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00169,0.00437,1,PG,NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,404S34230,404,Santa Monica Bay,Open,34.06909,-118.58678,404S34230_2013-06-19,2013,0.0843,0,PYR,9.3,0.42,Unlikely,0,0,0.051838671,ok,ok
694,Permethrin,403S06283_2012,403S06283,99184,6/13/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,0.00173,DNQ,0.00109,0.00282,1,"H,PJM",NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,403S06283,403,Santa Clara,Open,34.69386,-118.86079,403S06283_2012-06-13,2012,0.0159,0.108805031,PYR,9.3,0.42,Unlikely,0.011699466,0.259059599,0.177358491,ok,ok
696,Permethrin,403S16332_2013,403S16332,62521,6/26/2013,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000618,0.0016,1,PJM,NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,403S16332,403,Santa Clara,Open,34.5317,-118.75812,403S16332_2013-06-26,2013,0.0446,0,PYR,9.3,0.42,Unlikely,0,0,0.035874439,ok,ok
